# COLUMN pl_hostname:    Host Name,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_letter:      Planet Letter,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_pnum:        Number of Planets in System,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_orbper:      Orbital Period [days],,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [AU],,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_orbeccen:    Eccentricity,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_orbincl:     Inclination [deg],,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_bmassj:      Planet Mass or M*sin(i)[Jupiter mass],,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_bmassprov:   Planet Mass or M*sin(i) Provenance,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_radj:        Planet Radius [Jupiter radii],,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_dens:        Planet Density [g/cm**3],,,,,,,,,,,,,,,,,,,,,,,
# COLUMN ra_str:         RA [sexagesimal],,,,,,,,,,,,,,,,,,,,,,,
# COLUMN ra:             RA [sexagesimal],,,,,,,,,,,,,,,,,,,,,,,
# COLUMN dec_str:        Dec [sexagesimal],,,,,,,,,,,,,,,,,,,,,,,
# COLUMN dec:            Dec [sexagesimal],,,,,,,,,,,,,,,,,,,,,,,
# COLUMN st_dist:        Distance [pc],,,,,,,,,,,,,,,,,,,,,,,
# COLUMN st_optmag:      Optical Magnitude [mag],,,,,,,,,,,,,,,,,,,,,,,
# COLUMN st_optband:     Optical Magnitude Band,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN st_teff:        Effective Temperature [K],,,,,,,,,,,,,,,,,,,,,,,
# COLUMN st_mass:        Stellar Mass [Solar mass],,,,,,,,,,,,,,,,,,,,,,,
# COLUMN st_rad:         Stellar Radius [Solar radii],,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_rade:        Planet Radius [Earth radii],,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_mnum:        Number of Moons in System,,,,,,,,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,,,,,,,,
rowid,pl_hostname,pl_letter,pl_pnum,pl_orbper,pl_orbsmax,pl_orbeccen,pl_orbincl,pl_bmassj,pl_bmassprov,pl_radj,pl_dens,ra_str,ra,dec_str,dec,st_dist,st_optmag,st_optband,st_teff,st_mass,st_rad,pl_rade,pl_mnum
1736,Kepler-1596,b,1,66.373379,,,,,,0.17,,19h02m13.80s,285.557511,+49d19m48.3s,49.330074,1166,15.37,Kepler-band,5706,0.95,0.92,1.9,0
1737,Kepler-1597,b,1,2.94654179,,,,,,0.095,,19h12m39.35s,288.163973,+42d28m51.9s,42.481083,1255,14.144,Kepler-band,6377,1.25,1.39,1.06,0
1738,Kepler-1598,b,1,4.34195123,,,,,,0.085,,19h13m52.58s,288.469102,+46d47m01.2s,46.78368,734,13.874,Kepler-band,5940,1.07,1.09,0.95,0
1739,Kepler-1599,b,1,122.363553,,,,,,0.145,,19h04m53.01s,286.220889,+41d09m04.5s,41.151251,1004,14.945,Kepler-band,5767,0.99,0.99,1.62,0
1740,Kepler-16,b,1,228.776,0.7048,0.0069,90.032,0.333,Mass,0.754,0.964,19h16m18.17s,289.07571,+51d45m26.8s,51.757439,61,11.762,Kepler-band,4450,0.69,0.65,8.449,0
1741,Kepler-160,b,2,4.309427,0.05,,,,,0.137,,19h11m05.66s,287.773581,+42d52m09.4s,42.869286,,14.619,Kepler-band,5857,,0.88,1.54,0
1742,Kepler-160,c,2,13.699087,0.109,,,,,0.322,,19h11m05.66s,287.773581,+42d52m09.4s,42.869286,,14.619,Kepler-band,5857,,0.88,3.61,0
1743,Kepler-1600,b,1,386.370548,,,,,,0.279,,19h25m35.85s,291.399384,+38d47m15.9s,38.787752,992,15.825,Kepler-band,5214,0.86,0.82,3.13,0
1744,Kepler-1601,b,1,2.20921951,,,,,,0.073,,19h02m03.11s,285.512943,+38d04m47.1s,38.079748,660,13.764,Kepler-band,5869,1.04,1.07,0.82,0
1745,Kepler-1602,b,1,11.17931605,,,,,,0.12,,19h34m19.41s,293.580858,+40d25m38.9s,40.427478,815,13.352,Kepler-band,6296,1.22,1.36,1.34,0
1746,Kepler-1603,b,1,2.27163926,,,,,,0.115,,19h41m19.16s,295.329843,+42d32m05.9s,42.534966,1751,15.332,Kepler-band,6241,1.21,1.31,1.29,0
1747,Kepler-1604,b,1,0.68368426,,,,,,0.126,,19h01m38.55s,285.410633,+44d24m44.0s,44.412212,562,14.915,Kepler-band,4976,0.81,0.76,1.41,0
1748,Kepler-1605,b,1,85.7565495,,,,,,0.096,,19h08m32.37s,287.134895,+47d29m19.0s,47.488621,224,12.429,Kepler-band,5280,0.86,0.82,1.08,0
1749,Kepler-1606,b,1,196.435224,,,,,,0.185,,19h05m30.78s,286.378264,+43d04m23.7s,43.07325,880,15.139,Kepler-band,5422,0.9,0.86,2.07,0
1750,Kepler-1607,b,1,13.6473676,,,,,,0.082,,19h44m14.37s,296.059869,+42d39m21.8s,42.656051,735,13.897,Kepler-band,6116,1.14,1.21,0.92,0
1751,Kepler-1608,b,1,16.4735686,,,,,,0.154,,19h42m15.25s,295.563558,+39d25m03.4s,39.417606,832,15.889,Kepler-band,4992,0.75,0.72,1.73,0
1752,Kepler-1609,b,1,114.34219,,,,,,0.198,,19h20m35.17s,290.146555,+39d39m57.0s,39.665821,1483,15.015,Kepler-band,6132,1.18,1.27,2.22,0
1753,Kepler-161,b,2,4.921355,0.054,,,,,0.189,,19h22m03.96s,290.516491,+43d05m01.8s,43.083824,,14.196,Kepler-band,5078,0.77,0.81,2.12,0
1754,Kepler-161,c,2,7.06424,0.068,,,,,0.183,,19h22m03.96s,290.516491,+43d05m01.8s,43.083824,,14.196,Kepler-band,5078,0.77,0.81,2.05,0
1755,Kepler-1610,b,1,8.70181574,,,,,,0.144,,19h43m37.20s,295.90501,+45d24m19.6s,45.405434,1063,15.85,Kepler-band,5383,0.91,0.87,1.61,0
1756,Kepler-1611,b,1,5.1762429,,,,,,0.072,,19h46m02.89s,296.512049,+49d43m40.0s,49.727764,686,14.435,Kepler-band,5605,0.94,0.93,0.81,0
1757,Kepler-1612,b,1,3.91795101,,,,,,0.092,,19h25m00.07s,291.250279,+45d39m18.3s,45.655075,837,14.75,Kepler-band,5643,0.96,0.94,1.03,0
1758,Kepler-1613,b,1,1.5184299,,,,,,0.186,,19h19m30.01s,289.875041,+43d25m15.5s,43.420963,855,14.118,Kepler-band,6005,1.08,1.12,2.08,0
1759,Kepler-1614,b,1,3.9466141,,,,,,0.133,,18h59m29.12s,284.871334,+49d46m33.3s,49.775913,982,15.923,Kepler-band,5121,0.79,0.76,1.49,0
1760,Kepler-1615,b,1,47.3126192,,,,,,0.184,,19h05m26.21s,286.359226,+42d13m38.9s,42.227478,940,14.553,Kepler-band,5865,1.04,1.05,2.06,0
1761,Kepler-1616,b,1,6.76284377,,,,,,0.091,,19h06m10.47s,286.543637,+45d18m17.5s,45.304874,862,13.499,Kepler-band,6266,1.21,1.34,1.02,0
1762,Kepler-1617,b,1,27.4785572,,,,,,0.107,,19h11m44.93s,287.937219,+46d25m06.6s,46.418491,813,13.63,Kepler-band,6167,1.15,1.22,1.2,0
1763,Kepler-1618,b,1,6.10826019,,,,,,0.112,,19h40m42.09s,295.175391,+45d55m51.3s,45.930908,1238,13.606,Kepler-band,6620,1.41,1.65,1.26,0
1764,Kepler-1619,b,1,23.6225913,,,,,,0.068,,19h02m48.83s,285.703472,+44d25m19.2s,44.422001,520,13.341,Kepler-band,5852,1,1,0.76,0
1765,Kepler-162,b,2,6.919798,0.069,,,,,0.112,,19h49m06.94s,297.27891,+43d43m26.5s,43.724018,,14.248,Kepler-band,5816,,0.96,1.26,0
1766,Kepler-162,c,2,19.446355,0.137,,,,,0.27,,19h49m06.94s,297.27891,+43d43m26.5s,43.724018,,14.248,Kepler-band,5816,,0.96,3.03,0
1767,Kepler-1620,b,1,101.951829,,,,,,0.144,,19h49m05.01s,297.270876,+46d55m42.3s,46.928417,773,13.658,Kepler-band,6157,1.15,1.23,1.61,0
1768,Kepler-1621,b,1,92.263714,,,,,,0.193,,19h50m21.24s,297.588518,+43d50m28.4s,43.841221,1461,15.015,Kepler-band,6158,1.15,1.24,2.16,0
1769,Kepler-1622,b,1,10.8118737,,,,,,0.131,,19h49m18.94s,297.32891,+47d48m55.7s,47.815472,927,13.385,Kepler-band,6436,1.31,1.5,1.47,0
1770,Kepler-1623,b,1,4.36128348,,,,,,0.117,,19h36m19.85s,294.082695,+39d33m22.0s,39.556103,986,14.951,Kepler-band,5772,1,1,1.31,0
1771,Kepler-1624,b,1,3.29030452,,,,,,0.509,,19h30m19.17s,292.57986,+37d22m35.1s,37.376411,199,15.669,Kepler-band,3636,0.5,0.47,5.7,0
1772,Kepler-1625,b,1,287.378949,,,,,,0.541,,19h41m43.04s,295.429347,+39d53m11.6s,39.886547,1213,15.756,Kepler-band,5677,0.96,0.94,6.06,0
1773,Kepler-1626,b,1,4.13962966,,,,,,0.18,,19h46m00.11s,296.500445,+40d43m16.4s,40.72123,1718,14.275,Kepler-band,6826,1.51,1.85,2.02,0
1774,Kepler-1627,b,1,7.20283653,,,,,,0.329,,18h56m13.60s,284.056684,+41d34m36.2s,41.576733,311,13.028,Kepler-band,5445,0.87,0.84,3.69,0
1775,Kepler-1628,b,1,76.378033,,,,,,0.574,,18h46m32.09s,281.6337,+43d24m41.7s,43.411579,352,16.595,Kepler-band,3724,0.55,0.52,6.43,0
1776,Kepler-1629,b,1,3.87595807,,,,,,0.069,,18h40m49.59s,280.206621,+43d46m27.5s,43.774297,390,12.75,Kepler-band,5776,1.01,1.01,0.77,0
1777,Kepler-163,b,2,7.810937,0.078,,,,,0.094,,19h40m00.68s,295.002819,+46d59m14.4s,46.987328,,14.415,Kepler-band,5776,0.96,0.92,1.05,0
1778,Kepler-163,c,2,21.347262,0.152,,,,,0.202,,19h40m00.68s,295.002819,+46d59m14.4s,46.987328,,14.415,Kepler-band,5776,0.96,0.92,2.26,0
1779,Kepler-1630,b,1,509.997402,,,,,,0.195,,19h50m01.99s,297.508294,+43d42m39.4s,43.710953,278,14.15,Kepler-band,4736,0.66,0.63,2.19,0
1780,Kepler-1631,b,1,4.09513932,,,,,,0.12,,19h38m31.82s,294.63257,+43d48m27.6s,43.807671,1190,15.524,Kepler-band,5679,0.97,0.95,1.35,0
1781,Kepler-1632,b,1,448.303558,,,,,,0.22,,19h37m58.77s,294.494859,+43d54m49.0s,43.91362,584,13.093,Kepler-band,6137,1.12,1.19,2.47,0
1782,Kepler-1633,b,1,186.404271,,,,,,0.141,,19h14m03.65s,288.515202,+44d55m23.6s,44.923225,811,13.435,Kepler-band,6256,1.2,1.32,1.58,0
1783,Kepler-1634,b,1,374.876239,,,,,,0.285,,19h36m10.42s,294.043409,+45d08m23.2s,45.139786,654,14.508,Kepler-band,5474,0.92,0.89,3.19,0
1784,Kepler-1635,b,1,469.63111,,,,,,0.325,,19h01m23.76s,285.348993,+45d33m22.3s,45.556183,1084,15.696,Kepler-band,5347,0.89,0.85,3.64,0
1785,Kepler-1636,b,1,425.47785,,,,,,0.288,,19h36m13.83s,294.057625,+46d26m27.7s,46.441031,1567,15.807,Kepler-band,5797,1.01,1.02,3.23,0
1786,Kepler-1637,b,1,6.10960324,,,,,,0.079,,18h48m56.84s,282.236848,+48d09m15.5s,48.154297,506,13.328,Kepler-band,5789,1.02,1.02,0.89,0
1787,Kepler-1638,b,1,259.33683,,,,,,0.167,,19h41m55.78s,295.482407,+48d31m28.0s,48.524445,879,14.759,Kepler-band,5710,0.97,0.95,1.87,0
1788,Kepler-1639,b,1,9.878482,,,,,,0.23,,18h52m16.47s,283.068632,+48d48m07.5s,48.802086,1168,14.496,Kepler-band,6150,1.12,1.18,2.58,0
1789,Kepler-164,b,3,5.03503,0.058,,,,,0.126,,19h11m07.40s,287.780828,+47d37m47.7s,47.629913,,14.282,Kepler-band,5888,1.11,1.15,1.41,0
1790,Kepler-164,c,3,10.945723,0.097,,,,,0.244,,19h11m07.40s,287.780828,+47d37m47.7s,47.629913,,14.282,Kepler-band,5888,1.11,1.15,2.73,0
1791,Kepler-164,d,3,28.986769,0.187,,,,,0.219,,19h11m07.40s,287.780828,+47d37m47.7s,47.629913,,14.282,Kepler-band,5888,1.11,1.15,2.45,0
1792,Kepler-1640,b,1,7.5844126,,,,,,0.43,,19h38m13.89s,294.55789,+40d51m01.8s,40.850498,1379,14.624,Kepler-band,6324,1.27,1.43,4.82,0
1793,Kepler-1641,b,2,19.672266,,,,,,0.277,,19h45m26.27s,296.35944,+41d34m28.3s,41.574532,961,14.263,Kepler-band,6152,1.12,1.19,3.11,0
1794,Kepler-1641,c,2,32.657212,,,,,,0.263,,19h45m26.27s,296.35944,+41d34m28.3s,41.574532,961,14.263,Kepler-band,6152,1.12,1.19,2.95,0
1795,Kepler-1642,b,2,12.2057513,,,,,,0.285,,19h48m50.92s,297.21216,+43d38m37.4s,43.643719,447,14.13,Kepler-band,5355,0.88,0.84,3.2,0
1796,Kepler-1642,c,2,6.6513802,,,,,,0.237,,19h48m50.92s,297.21216,+43d38m37.4s,43.643719,447,14.13,Kepler-band,5355,0.88,0.84,2.66,0
1797,Kepler-1643,b,1,5.34264507,,,,,,0.205,,20h01m43.44s,300.431,+44d45m03.6s,44.751011,414,13.116,Kepler-band,5508,0.92,0.88,2.3,0
1798,Kepler-1644,b,1,21.0907758,,,,,,0.168,,19h01m54.01s,285.475055,+48d02m05.8s,48.034935,592,14.223,Kepler-band,5499,0.89,0.86,1.88,0
1799,Kepler-1645,b,1,16.1779561,,,,,,0.159,,19h49m55.07s,297.479473,+48d25m06.9s,48.418571,844,14.472,Kepler-band,5812,1.02,1.02,1.78,0
1800,Kepler-1646,b,1,4.48558383,,,,,,0.11,,19h10m06.34s,287.526422,+42d54m46.5s,42.912908,81,15.737,Kepler-band,3299,0.24,0.26,1.23,0
1801,Kepler-1647,b,1,1107.5923,2.7205,0.0581,90.097,1.51968,Mass,1.059,,19h52m36.02s,298.150086,+40d39m22.2s,40.656175,,13.545,Kepler-band,6210,1.22,1.79,11.874,0
1802,Kepler-1649,b,1,8.68909,0.0514,0,89.57,,,0.096,,19h30m00.90s,292.503769,+41d49m49.5s,41.830421,,17.131,Kepler-band,3240,0.22,0.25,1.08,0
1803,Kepler-165,b,2,8.180848,0.072,,,,,0.207,,18h42m45.84s,280.691016,+47d48m35.0s,47.809735,,14.802,Kepler-band,5211,,0.77,2.32,0
1804,Kepler-165,c,2,15.31299,0.11,,,,,0.199,,18h42m45.84s,280.691016,+47d48m35.0s,47.809735,,14.802,Kepler-band,5211,,0.77,2.23,0
1805,Kepler-1650,b,1,1.53818001,,0.01,,,,0.086,,19h50m55.02s,297.729255,+42d52m00.8s,42.866898,120.5,15.722,Kepler-band,3410,0.33,0.33,0.96,0
1806,Kepler-1651,b,1,9.87863917,,0.13,,,,0.164,,18h54m30.81s,283.628354,+48d23m27.7s,48.391022,69.4,13.496,Kepler-band,3713,0.52,0.5,1.84,0
1807,Kepler-1652,b,1,38.09722,0.1654,,89.993,,,0.143,9.9,19h37m27.86s,294.366085,+49d54m54.2s,49.915058,252,15.931,Kepler-band,3638,0.4,0.38,1.6,0
1808,Kepler-1653,b,1,140.2524,0.4706,,89.788,,,,3.08,19h45m49.86s,296.457755,+41d15m57.7s,41.266024,755,15.429,Kepler-band,4807,0.72,0.69,,0
1809,Kepler-166,b,3,7.650254,0.072,,,,,0.203,,19h32m38.44s,293.160171,+48d52m52.3s,48.881191,,14.701,Kepler-band,5413,,0.74,2.27,0
1810,Kepler-166,c,3,34.260281,0.195,,,,,0.212,,19h32m38.44s,293.160171,+48d52m52.3s,48.881191,,14.701,Kepler-band,5413,,0.74,2.38,0
1811,Kepler-166,d,3,1.55400393,,,,,,0.154,,19h32m38.44s,293.160171,+48d52m52.3s,48.881191,,14.701,Kepler-band,5413,,0.74,1.73,0
1812,Kepler-167,b,4,4.3931632,0.0483,0,89.33,,,0.144,,19h30m38.03s,292.658441,+38d20m43.5s,38.345413,330,14.023,Kepler-band,4890,0.77,0.73,1.615,0
1813,Kepler-167,c,4,7.406114,0.0684,0,89.3,,,0.138,,19h30m38.03s,292.658441,+38d20m43.5s,38.345413,330,14.023,Kepler-band,4890,0.77,0.73,1.548,0
1814,Kepler-167,d,4,21.803855,0.1405,0.12,89.352,,,0.107,,19h30m38.03s,292.658441,+38d20m43.5s,38.345413,330,14.023,Kepler-band,4890,0.77,0.73,1.194,0
1815,Kepler-167,e,4,1071.23228,1.89,0.062,89.976,,,0.906,,19h30m38.03s,292.658441,+38d20m43.5s,38.345413,330,14.023,Kepler-band,4890,0.77,0.73,10.15,0
1816,Kepler-168,b,2,4.425391,0.056,,,,,0.13,,19h38m50.44s,294.710165,+39d49m30.4s,39.825104,,14.606,Kepler-band,6282,,1.11,1.46,0
1817,Kepler-168,c,2,13.193242,0.116,,,,,0.24,,19h38m50.44s,294.710165,+39d49m30.4s,39.825104,,14.606,Kepler-band,6282,,1.11,2.69,0
1818,Kepler-169,b,5,3.250619,0.04,,,,,0.101,,19h03m59.97s,285.999891,+40d55m09.6s,40.919329,,14.194,Kepler-band,4997,0.86,0.76,1.13,0
1819,Kepler-169,c,5,6.195469,0.062,,,,,0.108,,19h03m59.97s,285.999891,+40d55m09.6s,40.919329,,14.194,Kepler-band,4997,0.86,0.76,1.21,0
1820,Kepler-169,d,5,8.348125,0.075,,,,,0.112,,19h03m59.97s,285.999891,+40d55m09.6s,40.919329,,14.194,Kepler-band,4997,0.86,0.76,1.25,0
1821,Kepler-169,e,5,13.767102,0.105,,,,,0.196,,19h03m59.97s,285.999891,+40d55m09.6s,40.919329,,14.194,Kepler-band,4997,0.86,0.76,2.2,0
1822,Kepler-169,f,5,87.090195,0.359,,,,,0.23,,19h03m59.97s,285.999891,+40d55m09.6s,40.919329,,14.194,Kepler-band,4997,0.86,0.76,2.58,0
1823,Kepler-17,b,1,1.4857108,0.02591,0.011,87.2,2.45,Mass,1.31,1.35,19h53m34.87s,298.395274,+47d48m54.0s,47.815006,800,14.141,Kepler-band,5781,1.16,1.05,14.68,0
1824,Kepler-170,b,2,7.930592,0.08,,,,,0.285,,18h58m05.09s,284.521193,+41d37m46.6s,41.629604,,14.387,Kepler-band,5679,,1.03,3.2,0
1825,Kepler-170,c,2,16.665863,0.131,,,,,0.255,,18h58m05.09s,284.521193,+41d37m46.6s,41.629604,,14.387,Kepler-band,5679,,1.03,2.86,0
1826,Kepler-171,b,3,4.166972,0.05,,,,,0.209,,19h47m05.26s,296.771914,+41d45m19.9s,41.755537,,14.883,Kepler-band,5642,,0.84,2.34,0
1827,Kepler-171,c,3,11.463462,0.098,,,,,0.228,,19h47m05.26s,296.771914,+41d45m19.9s,41.755537,,14.883,Kepler-band,5642,,0.84,2.56,0
1828,Kepler-171,d,3,39.595519,0.223,,,,,0.169,,19h47m05.26s,296.771914,+41d45m19.9s,41.755537,,14.883,Kepler-band,5642,,0.84,1.89,0
1829,Kepler-172,b,4,2.940309,0.04,,,,,0.21,,18h53m28.42s,283.368413,+41d49m18.7s,41.821857,,14.532,Kepler-band,5526,0.86,1.08,2.35,0
1830,Kepler-172,c,4,6.388996,0.068,,,,,0.255,,18h53m28.42s,283.368413,+41d49m18.7s,41.821857,,14.532,Kepler-band,5526,0.86,1.08,2.86,0
1831,Kepler-172,d,4,14.627119,0.118,,,,,0.201,,18h53m28.42s,283.368413,+41d49m18.7s,41.821857,,14.532,Kepler-band,5526,0.86,1.08,2.25,0
1832,Kepler-172,e,4,35.118736,0.211,,,,,0.246,,18h53m28.42s,283.368413,+41d49m18.7s,41.821857,,14.532,Kepler-band,5526,0.86,1.08,2.76,0
1833,Kepler-173,b,2,4.263742,0.048,,,,,0.115,,19h38m35.21s,294.646695,+41d53m02.8s,41.884106,,14.209,Kepler-band,6031,0.78,0.95,1.29,0
1834,Kepler-173,c,2,8.005777,0.074,,,,,0.217,,19h38m35.21s,294.646695,+41d53m02.8s,41.884106,,14.209,Kepler-band,6031,0.78,0.95,2.43,0
1835,Kepler-174,b,3,13.98179,0.1,,,,,0.175,,19h09m45.41s,287.439194,+43d49m55.5s,43.832092,,14.287,Kepler-band,4880,,0.62,1.96,0
1836,Kepler-174,c,3,44.000529,0.214,,,,,0.133,,19h09m45.41s,287.439194,+43d49m55.5s,43.832092,,14.287,Kepler-band,4880,,0.62,1.49,0
1837,Kepler-174,d,3,247.35373,0.677,,,,,0.195,,19h09m45.41s,287.439194,+43d49m55.5s,43.832092,,14.287,Kepler-band,4880,,0.62,2.19,0
1838,Kepler-175,b,2,11.903515,0.105,,,,,0.228,,19h18m12.79s,289.553283,+43d52m34.3s,43.876183,,14.939,Kepler-band,6064,1.04,1.01,2.56,0
1839,Kepler-175,c,2,34.035257,0.213,,,,,0.277,,19h18m12.79s,289.553283,+43d52m34.3s,43.876183,,14.939,Kepler-band,6064,1.04,1.01,3.1,0
1840,Kepler-176,b,4,5.433074,0.058,,,,,0.128,,19h38m40.31s,294.667956,+43d51m11.7s,43.853259,,14.55,Kepler-band,5232,,0.89,1.43,0
1841,Kepler-176,c,4,12.759712,0.102,,,,,0.232,,19h38m40.31s,294.667956,+43d51m11.7s,43.853259,,14.55,Kepler-band,5232,,0.89,2.6,0
1842,Kepler-176,d,4,25.751974,0.163,,,,,0.224,,19h38m40.31s,294.667956,+43d51m11.7s,43.853259,,14.55,Kepler-band,5232,,0.89,2.51,0
1843,Kepler-176,e,4,51.16579,,,,,,0.129,,19h38m40.31s,294.667956,+43d51m11.7s,43.853259,,14.55,Kepler-band,5232,,0.89,1.45,0
1844,Kepler-177,b,2,36.855,,,,0.006,Mass,0.259,,19h04m11.31s,286.047132,+45d03m11.5s,45.053207,,15,Kepler-band,5942,1.07,1.07,2.9,0
1845,Kepler-177,c,2,49.412,,,,0.024,Mass,0.633,,19h04m11.31s,286.047132,+45d03m11.5s,45.053207,,15,Kepler-band,5942,1.07,1.07,7.1,0
1846,Kepler-178,b,3,9.576694,0.085,,,,,0.259,,19h08m24.26s,287.101089,+46d53m47.3s,46.896477,,14.598,Kepler-band,5676,,1.07,2.9,0
1847,Kepler-178,c,3,20.552802,0.142,,,,,0.257,,19h08m24.26s,287.101089,+46d53m47.3s,46.896477,,14.598,Kepler-band,5676,,1.07,2.88,0
1848,Kepler-178,d,3,96.678988,0.397,,,,,0.352,,19h08m24.26s,287.101089,+46d53m47.3s,46.896477,,14.598,Kepler-band,5676,,1.07,3.95,0
1849,Kepler-179,b,2,2.735926,0.036,,,,,0.146,,19h54m39.30s,298.663735,+47d45m43.4s,47.762043,,14.613,Kepler-band,5302,,0.76,1.64,0
1850,Kepler-179,c,2,6.40013,0.064,,,,,0.178,,19h54m39.30s,298.663735,+47d45m43.4s,47.762043,,14.613,Kepler-band,5302,,0.76,2,0
1851,Kepler-18,b,3,3.504725,0.0447,0,84.92,0.022,Mass,0.178,4.9,19h52m19.07s,298.079439,+44d44m46.8s,44.746321,,13.549,Kepler-band,5345,0.97,1.11,2,0
1852,Kepler-18,c,3,7.64159,0.0752,0,87.68,0.054,Mass,0.49,0.59,19h52m19.07s,298.079439,+44d44m46.8s,44.746321,,13.549,Kepler-band,5345,0.97,1.11,5.49,0
1853,Kepler-18,d,3,14.85888,0.1172,0,88.07,0.052,Mass,0.623,0.27,19h52m19.07s,298.079439,+44d44m46.8s,44.746321,,13.549,Kepler-band,5345,0.97,1.11,6.98,0
1854,Kepler-180,b,2,13.817124,0.109,,,,,0.134,,19h42m17.12s,295.571343,+49d46m28.5s,49.774586,,14.35,Kepler-band,5731,0.84,1.06,1.5,0
1855,Kepler-180,c,2,41.885775,0.229,,,,,0.269,,19h42m17.12s,295.571343,+49d46m28.5s,49.774586,,14.35,Kepler-band,5731,0.84,1.06,3.01,0
1856,Kepler-181,b,2,3.137873,0.04,,,,,0.113,,19h44m36.34s,296.151402,+50d05m44.9s,50.095806,,14.707,Kepler-band,5333,,0.75,1.27,0
1857,Kepler-181,c,2,4.302149,0.049,,,,,0.178,,19h44m36.34s,296.151402,+50d05m44.9s,50.095806,,14.707,Kepler-band,5333,,0.75,1.99,0
1858,Kepler-182,b,2,9.825792,0.096,,,,,0.23,,19h19m19.23s,289.830114,+50d35m10.5s,50.586246,,14.896,Kepler-band,6250,1.14,1.15,2.58,0
1859,Kepler-182,c,2,20.684342,0.157,,,,,0.306,,19h19m19.23s,289.830114,+50d35m10.5s,50.586246,,14.896,Kepler-band,6250,1.14,1.15,3.43,0
1860,Kepler-183,b,2,5.687945,0.064,,,,,0.184,,19h34m07.40s,293.530848,+39d18m57.2s,39.315898,,14.943,Kepler-band,5888,,0.96,2.06,0
1861,Kepler-183,c,2,11.637071,0.103,,,,,0.203,,19h34m07.40s,293.530848,+39d18m57.2s,39.315898,,14.943,Kepler-band,5888,,0.96,2.27,0
1862,Kepler-184,b,3,10.687576,0.092,,,,,0.211,,19h27m48.46s,291.951908,+43d04m29.0s,43.074715,,14.338,Kepler-band,5788,,0.87,2.36,0
1863,Kepler-184,c,3,20.303005,0.141,,,,,0.176,,19h27m48.46s,291.951908,+43d04m29.0s,43.074715,,14.338,Kepler-band,5788,,0.87,1.97,0
1864,Kepler-184,d,3,29.022358,0.179,,,,,0.222,,19h27m48.46s,291.951908,+43d04m29.0s,43.074715,,14.338,Kepler-band,5788,,0.87,2.49,0
1865,Kepler-185,b,2,1.6329,0.026,,,,,0.104,,18h49m52.34s,282.468103,+43d53m23.7s,43.889915,,14.458,Kepler-band,5208,0.79,0.81,1.17,0
1866,Kepler-185,c,2,20.729042,0.139,,,,,0.18,,18h49m52.34s,282.468103,+43d53m23.7s,43.889915,,14.458,Kepler-band,5208,0.79,0.81,2.02,0
1867,Kepler-186,b,5,3.8867907,0.0343,,,,,0.095,,19h54m36.65s,298.652714,+43d57m18.1s,43.955017,172,14.625,Kepler-band,3755,0.54,0.52,1.07,0
1868,Kepler-186,c,5,7.267302,0.0451,,,,,0.112,,19h54m36.65s,298.652714,+43d57m18.1s,43.955017,172,14.625,Kepler-band,3755,0.54,0.52,1.25,0
1869,Kepler-186,d,5,13.342996,0.0781,,,,,0.125,,19h54m36.65s,298.652714,+43d57m18.1s,43.955017,172,14.625,Kepler-band,3755,0.54,0.52,1.4,0
1870,Kepler-186,e,5,22.407704,0.11,,,,,0.113,,19h54m36.65s,298.652714,+43d57m18.1s,43.955017,172,14.625,Kepler-band,3755,0.54,0.52,1.27,0
1871,Kepler-186,f,5,129.9441,0.432,0.04,89.96,,,0.104,,19h54m36.65s,298.652714,+43d57m18.1s,43.955017,172,14.625,Kepler-band,3755,0.54,0.52,1.17,0
1872,Kepler-187,b,2,4.938864,0.059,,,,,0.126,,19h59m11.15s,299.796456,+44d05m21.5s,44.089306,,14.173,Kepler-band,6105,0.85,1.29,1.41,0
1873,Kepler-187,c,2,10.640263,0.099,,,,,0.238,,19h59m11.15s,299.796456,+44d05m21.5s,44.089306,,14.173,Kepler-band,6105,0.85,1.29,2.67,0
1874,Kepler-188,b,2,2.061897,0.032,,,,,0.15,,18h45m07.13s,281.27971,+44d18m55.9s,44.315533,,14.674,Kepler-band,6021,,1.14,1.68,0
1875,Kepler-188,c,2,5.996553,0.066,,,,,0.285,,18h45m07.13s,281.27971,+44d18m55.9s,44.315533,,14.674,Kepler-band,6021,,1.14,3.19,0
1876,Kepler-189,b,2,10.399931,0.088,,,,,0.108,,19h10m15.54s,287.564731,+44d18m18.0s,44.305004,,14.859,Kepler-band,5235,0.79,0.75,1.21,0
